date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:59:03	310/310	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/components/prism-properties.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/components/prism-properties.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:03	3296/3296	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/components/prism-sql.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/components/prism-sql.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:03	4174/4174	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/toolbar/prism-toolbar.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/toolbar/prism-toolbar.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:04	5661/5661	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/command-line/prism-command-line.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/command-line/prism-command-line.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:04	1622/1622	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/copy-to-clipboard/prism-copy-to-clipboard.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/copy-to-clipboard/prism-copy-to-clipboard.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:04	6607/6607	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/line-numbers/prism-line-numbers.js	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/line-numbers/prism-line-numbers.js	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:05	2335/2335	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/themes/prism.css	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/themes/prism.css	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:05	4027/4027	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/themes/prism-coy.css	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/themes/prism-coy.css	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:05	1351/1351	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/toolbar/prism-toolbar.css	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/toolbar/prism-toolbar.css	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:05	782/782	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2018:16:49%20GMT	https://hapifhir.io/hapi-fhir/resources/prismjs/plugins/line-numbers/prism-line-numbers.css	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/resources/prismjs/plugins/line-numbers/prism-line-numbers.css	(from https://hapifhir.io/hapi-fhir/docs/)
02:59:06	11481/11481	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Nov%202021%2014:54:47%20GMT	https://hapifhir.io/hapi-fhir/css/hapifhir.css	C:/My%20Web%20Sites/hapi-fhir/hapifhir.io/hapi-fhir/css/hapifhir.css	(from https://hapifhir.io/hapi-fhir/docs/)
